rep,split,block,stat,df,p_chi2,reject
6,train,A2_outcome_disc,10.30182832508009,2,0.005794105550809503,True
6,train,A2_outcome_clarity,17.6047393708881,2,0.00015037630800129875,True
6,train,A2_outcome_len,75.64853463478522,2,0.0,True
6,train,A2_outcome_full,209.11155919055687,6,0.0,True
6,train,A5_outcome|A2_outcome_full,9.816830137138812,2,0.007384182484613588,True
6,test,A5_outcome_base,5.238787405734987,2,0.07284701637813917,False
6,test,A2_outcome_disc,0.7791714897573894,2,0.6773374068778162,False
6,test,A2_outcome_clarity,0.28312951487534743,2,0.8679989643760281,False
6,test,A2_outcome_len,9.531467480971735,2,0.008516636947935141,True
6,test,A2_outcome_full,22.268289106343566,6,0.0010825063207843266,True
6,test,A5_outcome|A2_outcome_full,0.6103290733891645,2,0.7370021005253802,False
7,train,A5_outcome_base,48.36243424181218,2,3.149425165105413e-11,True
7,train,A2_outcome_disc,7.57396705068856,2,0.022663863814918028,True
7,train,A2_outcome_clarity,10.791486658903006,2,0.004535847516328184,True
7,train,A2_outcome_len,69.83128767269162,2,6.661338147750939e-16,True
7,train,A2_outcome_full,199.96096357368438,6,0.0,True
7,train,A5_outcome|A2_outcome_full,9.126049825646659,2,0.010430459943375103,True
7,test,A5_outcome_base,5.982603393420959,2,0.05022202031802714,False
7,test,A2_outcome_disc,5.124453106650582,2,0.07713280879492657,False
7,test,A2_outcome_clarity,0.8485972309071919,2,0.6542284899994921,False
7,test,A2_outcome_len,11.119891116146725,2,0.003848985938116667,True
7,test,A2_outcome_full,46.376702547270895,6,2.4908707318971324e-08,True
7,test,A5_outcome|A2_outcome_full,4.60747367013866,2,0.09988489209250606,False
8,train,A5_outcome_base,41.96971396931703,2,7.698257586952195e-10,True
8,train,A2_outcome_disc,8.45950583245468,2,0.014555986652225239,True
8,train,A2_outcome_clarity,16.456988093334672,2,0.00026693802391752897,True
8,train,A2_outcome_len,44.15502745932452,2,2.581413971469715e-10,True
8,train,A2_outcome_full,149.6637101170675,6,0.0,True
8,train,A5_outcome|A2_outcome_full,13.108891031514354,2,0.001423772107372434,True
8,test,A5_outcome_base,2.499750141212025,2,0.2865405919667203,False
8,test,A2_outcome_disc,1.198277433304904,2,0.5492845220322942,False
8,test,A2_outcome_clarity,2.663421067673898,2,0.26402525069519633,False
8,test,A2_outcome_len,27.57005756189185,2,1.0309511028205876e-06,True
8,test,A2_outcome_full,52.24430721150477,6,1.6653333156924077e-09,True
8,test,A5_outcome|A2_outcome_full,0.919598038653584,2,0.6314105340696324,False
9,train,A5_outcome_base,43.34625616947642,2,3.8679426328513955e-10,True
9,train,A2_outcome_disc,6.959081658359811,2,0.030821560145121163,True
9,train,A2_outcome_clarity,17.63958995000944,2,0.00014777865544446378,True
9,train,A2_outcome_len,38.76222105052951,2,3.827283601154363e-09,True
9,train,A2_outcome_full,173.74577190136827,6,0.0,True
9,train,A5_outcome|A2_outcome_full,23.03516544349476,2,9.953535714313233e-06,True
9,test,A5_outcome_base,9.692958752044587,2,0.007855986895477618,True
9,test,A2_outcome_disc,2.3334253550313497,2,0.31138889631749644,False
9,test,A2_outcome_clarity,4.611279931233401,2,0.09969497887528711,False
9,test,A2_outcome_len,7.11401299832694,2,0.02852408390782246,True
9,test,A2_outcome_full,29.344327892526188,6,5.23543397619175e-05,True
9,test,A5_outcome|A2_outcome_full,5.18580169516463,2,0.07480273372212398,False
10,train,A5_outcome_base,33.36623926738247,2,5.6834651651627155e-08,True
10,train,A2_outcome_disc,16.23165811232599,2,0.000298772227395272,True
10,train,A2_outcome_clarity,6.7353553497087795,2,0.03446959406984684,True
10,train,A2_outcome_len,52.79746115983153,2,3.4290348338572585e-12,True
10,train,A2_outcome_full,184.6030795256603,6,0.0,True
10,train,A5_outcome|A2_outcome_full,16.77195001330218,2,0.0002280433064101306,True
10,test,A5_outcome_base,8.77498374455268,2,0.012431870870487471,True
10,test,A2_outcome_disc,10.1638987124857,2,0.006207796007592359,True
10,test,A2_outcome_clarity,6.145692891455072,2,0.04628920743919174,True
10,test,A2_outcome_len,11.89953664153309,2,0.0026064443074823584,True
10,test,A2_outcome_full,45.88030002357554,6,3.1275212752923665e-08,True
10,test,A5_outcome|A2_outcome_full,2.034295042245644,2,0.3616249980338506,False
11,train,A5_outcome_base,36.77407635141468,2,1.0342148804021178e-08,True
11,train,A2_outcome_disc,7.161427152179845,2,0.027855813918819416,True
11,train,A2_outcome_clarity,23.39618369666056,2,8.309660134320218e-06,True
11,train,A2_outcome_len,39.374273581558256,2,2.8182863820447324e-09,True
11,train,A2_outcome_full,164.83552539089612,6,0.0,True
11,train,A5_outcome|A2_outcome_full,15.087257352791493,2,0.0005294728460973896,True
11,test,A5_outcome_base,21.3302526077587,2,2.334503328205173e-05,True
11,test,A2_outcome_disc,9.980464802455694,2,0.006804083031220043,True
11,test,A2_outcome_clarity,8.624957165486363,2,0.013400294659619671,True
11,test,A2_outcome_len,15.12560955006796,2,0.0005194163528920992,True
11,test,A2_outcome_full,48.92222201623791,6,7.728026218956074e-09,True
11,test,A5_outcome|A2_outcome_full,4.703873605787662,2,0.09518462970542307,False
12,train,A5_outcome_base,27.331854834252596,2,1.161350022371721e-06,True
12,train,A2_outcome_disc,32.21317610137199,2,1.0115740678440233e-07,True
12,train,A2_outcome_clarity,14.70489734799979,2,0.0006410207860719774,True
12,train,A2_outcome_len,41.84888173875159,2,8.177692967237249e-10,True
12,train,A2_outcome_full,214.29657482192712,6,0.0,True
12,train,A5_outcome|A2_outcome_full,14.428089308070728,2,0.0007361735583676365,True
12,test,A5_outcome_base,10.001500426524679,2,0.0067328939975371815,True
12,test,A2_outcome_disc,2.0727503439907236,2,0.3547382192839289,False
12,test,A2_outcome_clarity,1.4735343580853861,2,0.47865883526510355,False
12,test,A2_outcome_len,7.421981546942175,2,0.024453283600951448,True
12,test,A2_outcome_full,39.15649809644056,6,6.669383355584202e-07,True
12,test,A5_outcome|A2_outcome_full,2.3911089787944535,2,0.302536154574901,False
13,train,A5_outcome_base,52.642415910244466,2,3.7054803669889225e-12,True
13,train,A2_outcome_disc,16.058345507285292,2,0.00032581762891337185,True
13,train,A2_outcome_clarity,4.929455371107075,2,0.08503199465976263,False
13,train,A2_outcome_len,27.94120597216235,2,8.563360243130091e-07,True
13,train,A2_outcome_full,162.74085404771458,6,0.0,True
13,train,A5_outcome|A2_outcome_full,6.585030865938268,2,0.03716025759651609,True
13,test,A5_outcome_base,6.836375652461415,2,0.0327717693013958,True
13,test,A2_outcome_disc,2.652513795957815,2,0.2654690817556875,False
13,test,A2_outcome_clarity,11.117245830244613,2,0.0038540801403991187,True
13,test,A2_outcome_len,3.0097170568303913,2,0.22204870519221687,False
13,test,A2_outcome_full,45.83938262146883,6,3.1867212424430136e-08,True
13,test,A5_outcome|A2_outcome_full,4.261133449232255,2,0.11876996491295522,False
14,train,A5_outcome_base,13.334262023964573,2,0.0012720429969749203,True
14,train,A2_outcome_disc,4.845954330018987,2,0.0886572768193995,False
14,train,A2_outcome_clarity,13.08971332317064,2,0.0014374901153634267,True
14,train,A2_outcome_len,50.71825486813324,2,9.697798120100742e-12,True
14,train,A2_outcome_full,143.67255249799555,6,0.0,True
14,train,A5_outcome|A2_outcome_full,16.56926932034676,2,0.0002523648600684103,True
14,test,A5_outcome_base,9.108783052112784,2,0.010520899978376241,True
14,test,A2_outcome_disc,0.8852338363623723,2,0.6423532338057323,False
14,test,A2_outcome_clarity,4.8057575845693785,2,0.0904571706949624,False
14,test,A2_outcome_len,11.053303040711903,2,0.003979291381623118,True
14,test,A2_outcome_full,35.77017149108654,6,3.0551313858762086e-06,True
14,test,A5_outcome|A2_outcome_full,3.495922664947032,2,0.1741285721080461,False
15,train,A5_outcome_base,40.6029436004266,2,1.5246944817803865e-09,True
15,train,A2_outcome_disc,11.11415927504823,2,0.003860032647945766,True
15,train,A2_outcome_clarity,3.626481119574964,2,0.16312466414517002,False
15,train,A2_outcome_len,62.1220369807062,2,3.241851231905457e-14,True
15,train,A2_outcome_full,178.38523368033015,6,0.0,True
15,train,A5_outcome|A2_outcome_full,4.529660172638332,2,0.10384767818305252,False
15,test,A5_outcome_base,13.989280641012588,2,0.0009167824814922954,True
15,test,A2_outcome_disc,4.250480192195859,2,0.11940429631922378,False
15,test,A2_outcome_clarity,0.7112595546204195,2,0.700731999103849,False
15,test,A2_outcome_len,34.162166700212296,2,3.817506244452318e-08,True
15,test,A2_outcome_full,71.88146907421478,6,1.680877659282487e-13,True
15,test,A5_outcome|A2_outcome_full,0.7932395520674257,2,0.6725897117484674,False
16,train,A5_outcome_base,40.697066949343935,2,1.4546021054329117e-09,True
16,train,A2_outcome_disc,11.381818787133167,2,0.0033765209863052537,True
16,train,A2_outcome_clarity,10.352778064706373,2,0.005648365699720603,True
16,train,A2_outcome_len,49.0128517201729,2,2.2750690220618708e-11,True
16,train,A2_outcome_full,170.37072199306647,6,0.0,True
16,train,A5_outcome|A2_outcome_full,13.001439590023322,2,0.001502357414322253,True
16,test,A5_outcome_base,20.87984189666079,2,2.924151978123124e-05,True
16,test,A2_outcome_disc,3.5135864329520197,2,0.17259746001237308,False
16,test,A2_outcome_clarity,2.6841071289987917,2,0.26130850335150546,False
16,test,A2_outcome_len,2.9847838428526163,2,0.22483422605297176,False
16,test,A2_outcome_full,23.32324871914871,6,0.0006951368454984896,True
16,test,A5_outcome|A2_outcome_full,0.6546183021322163,2,0.7208608536737129,False
17,train,A5_outcome_base,32.94362555214669,2,7.020735381946253e-08,True
17,train,A2_outcome_disc,15.888078511159408,2,0.0003547705712521054,True
17,train,A2_outcome_clarity,0.6498156655199252,2,0.7225939500630659,False
17,train,A2_outcome_len,49.882413529750465,2,1.4728995800794564e-11,True
17,train,A2_outcome_full,186.22813393093946,6,0.0,True
17,train,A5_outcome|A2_outcome_full,3.6050417417047105,2,0.1648827158511318,False
17,test,A5_outcome_base,15.287382054275874,2,0.00047905697249384094,True
17,test,A2_outcome_disc,3.313444129849116,2,0.19076326595887005,False
17,test,A2_outcome_clarity,0.002471545315739803,2,0.9987649905947265,False
17,test,A2_outcome_len,10.046107899971402,2,0.006584387582660556,True
17,test,A2_outcome_full,25.10123203539772,6,0.00032702697342079645,True
17,test,A5_outcome|A2_outcome_full,2.229833380910881,2,0.3279425985101041,False
18,train,A5_outcome_base,32.80474655535539,2,7.525576850575533e-08,True
18,train,A2_outcome_disc,7.627305937719622,2,0.022067419943891053,True
18,train,A2_outcome_clarity,9.152313666657799,2,0.010294383401226792,True
18,train,A2_outcome_len,51.71561607260723,2,5.8897331456364554e-12,True
18,train,A2_outcome_full,148.14768437430138,6,0.0,True
18,train,A5_outcome|A2_outcome_full,9.968024095658377,2,0.0068465387400904465,True
18,test,A5_outcome_base,15.41174460356546,2,0.00045017583738293787,True
18,test,A2_outcome_disc,10.659049482358096,2,0.004846372746405647,True
18,test,A2_outcome_clarity,9.685441350033354,2,0.00788557076495211,True
18,test,A2_outcome_len,11.004427703404726,2,0.0040777339400895896,True
18,test,A2_outcome_full,50.903572001821374,6,3.0969203868025375e-09,True
18,test,A5_outcome|A2_outcome_full,1.7207616228436369,2,0.42300096804254705,False
19,train,A5_outcome_base,44.37189847088271,2,2.3161395024118292e-10,True
19,train,A2_outcome_disc,15.763237649548689,2,0.00037762125907003785,True
19,train,A2_outcome_clarity,17.34095350072292,2,0.00017157728518968351,True
19,train,A2_outcome_len,58.48232595983822,2,1.9984014443252818e-13,True
19,train,A2_outcome_full,173.08458537826712,6,0.0,True
19,train,A5_outcome|A2_outcome_full,12.346910564002084,2,0.0020840226596426925,True
19,test,A5_outcome_base,13.014577926604149,2,0.001492520521113816,True
19,test,A2_outcome_disc,1.5369007103334016,2,0.4637311303471525,False
19,test,A2_outcome_clarity,3.0698987094519223,2,0.21546660325858513,False
19,test,A2_outcome_len,22.182820809672094,2,1.5242691665418029e-05,True
19,test,A2_outcome_full,56.931678514361046,6,1.8860391026720436e-10,True
19,test,A5_outcome|A2_outcome_full,0.06322433898910083,2,0.9688822713236224,False
